source,target,migration_1995_total,migration_1995_male,migration_1995_female,migration_2000_total,migration_2000_male,migration_2000_female,migration_2005_total,migration_2005_male,migration_2005_female,migration_2010_total,migration_2010_male,migration_2010_female,migration_2015_total,migration_2015_male,migration_2015_female
212,96,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
212,101,2,1,1,3,2,1,1,1,0,1,1,0,0,0,0
212,114,452,219,233,453,219,234,97,47,50,117,64,53,116,58,58
212,120,2862,1287,1575,104,47,57,19,12,7,67,45,22,44,21,23
212,153,0,0,0,9,5,4,33,18,15,15,8,7,18,7,11
212,199,8,2,6,4,1,3,102,43,59,57,20,37,23,8,15
212,218,39,12,27,40,11,29,288,116,172,320,130,190,85,27,58
212,83,20214,11122,9092,19885,11098,8787,11,3,8,11,3,8,5,4,1
212,104,19,0,19,20,1,19,81,17,64,81,17,64,6,3,3
212,182,19,4,15,8,1,7,0,0,0,0,0,0,1,0,1
212,193,1,0,1,25,5,20,14,3,11,14,5,9,33,13,20
212,12,10,4,6,10,5,5,12,3,9,11,2,9,20,7,13
212,19,0,0,0,1,1,0,7,2,5,2,2,0,14,5,9
212,74,7,1,6,6,0,6,74,59,15,45,42,3,16,6,10
212,80,1746,743,1003,1745,742,1003,1442,675,767,1442,676,766,221,99,122
212,200,15,7,8,16,6,10,15,4,11,18,2,16,14,9,5
212,24,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
212,42,2,1,1,1,0,1,0,0,0,0,0,0,3,2,1
212,37,2,1,1,3,1,2,147,56,91,162,62,100,49,20,29
212,220,148,76,72,179,92,87,416,211,205,433,114,319,334,145,189
212,11,7,4,3,8,5,3,20,0,20,30,0,30,3,0,3
212,28,0,0,0,0,0,0,0,0,0,21,6,15,4,1,3
213,31,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
213,101,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0
213,218,53,23,30,56,25,31,18,7,11,9,3,6,11,5,6
213,74,0,0,0,0,0,0,6,3,3,6,4,2,1,1,0
213,7,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
213,14,796,334,462,796,334,462,469,178,291,469,178,291,119,42,77
213,62,1,1,0,0,0,0,15,5,10,14,5,9,2,1,1
213,42,0,0,0,1,1,0,0,0,0,2,1,1,3,3,0
213,22,22,10,12,23,10,13,31,23,8,30,23,7,1,0,1
213,37,14,7,7,14,7,7,30,23,7,33,26,7,9,7,2
214,31,2,1,1,2,2,0,3,2,1,3,2,1,12,9,3
214,56,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
214,170,2,1,1,2,0,2,272,114,158,266,110,156,11,3,8
214,73,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0
214,83,28,12,16,29,12,17,33,15,18,33,14,19,0,0,0
214,104,1,1,0,0,0,0,3,1,2,2,1,1,0,0,0
214,193,7,4,3,213,118,95,120,67,53,64,33,31,14,8,6
214,12,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1
214,74,0,0,0,0,0,0,7,6,1,7,6,1,0,0,0
214,8,0,0,0,0,0,0,2,1,1,2,1,1,0,0,0
214,37,0,0,0,0,0,0,5,2,3,5,3,2,0,0,0
214,11,17,9,8,12,6,6,50,20,30,30,10,20,40,35,5
214,147,355,170,185,392,167,225,184,89,95,161,77,84,140,66,74
214,72,6,5,1,1,0,1,1,0,1,27,17,10,12,9,3
214,110,38,26,12,37,25,12,17,5,12,17,5,12,28,16,12
214,143,24,13,11,24,14,10,16,9,7,16,10,6,7,5,2
214,151,17,8,9,16,12,4,1,0,1,2,0,2,2,1,1
214,177,27,15,12,27,14,13,6,3,3,11,7,4,2,1,1
214,207,1,0,1,7,6,1,5,3,2,15,7,8,6,4,2
215,33,287,145,142,597,292,305,144,36,108,76,1,75,160,94,66
215,67,507,318,189,508,319,189,155,116,39,153,115,38,26,23,3
215,69,32,26,6,57,41,16,31,28,3,17,0,17,40,18,22
215,109,154609,75526,79083,61907,25887,36020,10277,1091,9186,35202,9361,25841,6811,3840,2971
215,171,17880,9263,8617,27255,14118,13137,14189,7342,6847,622,328,294,613,322,291
215,183,4,2,2,5,2,3,9,5,4,10,5,5,3,2,1
215,192,0,0,0,0,0,0,0,0,0,144466,70495,73971,12227,4184,8043
215,219,4160,2182,1978,3260,1735,1525,2802,1419,1383,2546,1386,1160,2081,1034,1047
215,230,10,7,3,11,6,5,15,9,6,101,61,40,98,86,12
215,58,1362,914,448,4397,2078,2319,5934,2911,3023,30078,14752,15326,6191,1118,5073
215,64,16,16,0,13,12,1,12,11,1,6,5,1,15,11,4
215,196,16662,8120,8542,13362,6484,6878,18306,9290,9016,24024,12361,11663,829,407,422
215,27,116,69,47,159,92,67,332,181,151,336,183,153,407,217,190
215,116,25,14,11,30,16,14,2,1,1,2,1,1,3,2,1
215,142,32,14,18,47,23,24,133,69,64,19,9,10,41,20,21
215,191,1739,767,972,920,371,549,441,234,207,1513,875,638,8921,5283,3638
215,198,7,4,3,22,10,12,9,4,5,9,4,5,7,4,3
215,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,97,593,255,338,593,254,339,66,33,33,67,34,33,27,14,13
215,55,2,1,1,2,2,0,4,3,1,8,6,2,1,1,0
215,31,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0
215,56,2,1,1,2,1,1,8,4,4,7,4,3,8,4,4
215,95,8,4,4,8,4,4,5,2,3,5,3,2,4,3,1
215,162,9,5,4,7,5,2,9,1,8,11,0,11,2,0,2
215,170,11,2,9,11,1,10,4,3,1,4,3,1,2,1,1
215,59,336,120,216,336,121,215,218,83,135,218,84,134,106,39,67
215,73,6,3,3,6,3,3,58,30,28,57,29,28,89,35,54
215,96,2,0,2,1,0,1,8,2,6,8,3,5,17,5,12
215,101,51,22,29,95,44,51,12,6,6,29,20,9,3,0,3
215,114,0,0,0,1,1,0,2,1,1,0,0,0,1,1,0
215,153,83,42,41,134,58,76,176,62,114,204,94,110,285,119,166
215,199,351,168,183,162,73,89,123,46,77,497,232,265,1054,550,504
215,218,1435,310,1125,2295,690,1605,1662,703,959,4623,1704,2919,7190,3002,4188
215,83,16,12,4,16,11,5,25,9,16,25,10,15,7,5,2
215,104,155,60,95,155,61,94,302,142,160,302,143,159,20,10,10
215,163,19,7,12,22,9,13,14,5,9,20,8,12,3,0,3
215,193,6,3,3,197,100,97,111,57,54,92,53,39,16,6,10
215,12,20,12,8,19,11,8,23,10,13,22,10,12,40,22,18
215,19,0,0,0,3,1,2,48,23,25,99,45,54,122,63,59
215,74,14,2,12,13,1,12,105,37,68,194,68,126,44,17,27
215,80,138,10,128,137,10,127,609,197,412,609,197,412,86,37,49
215,145,151,79,72,168,87,81,232,112,120,303,148,155,333,114,219
215,200,84,48,36,86,48,38,63,15,48,94,9,85,118,80,38
215,14,0,0,0,0,0,0,6,2,4,5,1,4,1,0,1
215,50,2,2,0,1,1,0,2,1,1,4,2,2,0,0,0
215,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,24,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
215,42,4,2,2,5,2,3,0,0,0,2,1,1,3,3,0
215,37,1048,486,562,1278,598,680,176,34,142,771,297,474,1388,647,741
215,220,2343,1042,1301,2714,1218,1496,10456,4607,5849,10729,4375,6354,8277,3473,4804
215,11,293,149,144,222,113,109,470,220,250,980,470,510,507,266,241
215,68,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
215,28,0,0,0,0,0,0,0,0,0,64,36,28,13,7,6
216,64,25,1,24,33,4,29,24,14,10,12,1,11,42,6,36
216,118,224,85,139,231,92,139,137,101,36,67,40,27,98,47,51
216,142,17,14,3,25,23,2,71,61,10,10,8,2,22,18,4
216,191,334,126,208,89,44,45,310,123,187,1125,507,618,1078,497,581
216,34,9,5,4,9,5,4,12,6,6,13,7,6,1,1,0
216,89,12,11,1,8,4,4,85,24,61,104,32,72,33,13,20
216,108,53895,24657,29238,53895,24656,29239,34765,20059,14706,34765,20060,14705,20219,12671,7548
216,112,15707,6891,8816,16791,7337,9454,10830,4564,6266,11464,4812,6652,3552,1487,2065
216,202,1470,442,1028,1241,311,930,448,247,201,424,198,226,17,14,3
216,212,5862,2788,3074,1347,654,693,134,2,132,371,110,261,78,19,59
216,223,26853,12243,14610,22333,10186,12147,3116,2526,590,3625,133,3492,5002,1273,3729
216,9,4401,1901,2500,2657,1185,1472,1018,158,860,333,35,298,988,368,620
216,13,592,61,531,83,28,55,174,119,55,316,22,294,156,10,146
216,55,338,89,249,337,89,248,691,206,485,1315,437,878,154,74,80
216,79,8423,3956,4467,8424,3956,4468,2932,1241,1691,2772,1174,1598,1767,728,1039
216,103,3100,109,2991,6692,3430,3262,17522,8161,9361,15742,7529,8213,4105,1455,2650
216,107,218,30,188,217,31,186,214,103,111,198,87,111,474,202,272
216,115,99,5,94,98,4,94,55,4,51,56,4,52,79,30,49
216,211,1436,418,1018,1446,417,1029,174,28,146,184,31,153,166,52,114
216,18,13813,6008,7805,13813,6007,7806,3248,1598,1650,3249,1598,1651,1988,908,1080
216,31,780,146,634,779,146,633,1296,357,939,1105,309,796,769,186,583
216,56,4100,2157,1943,4099,2156,1943,57508,33802,23706,51438,31850,19588,27869,20679,7190
216,95,8414,3193,5221,8413,3192,5221,4673,2085,2588,4672,2085,2587,5157,2671,2486
216,162,63425,29542,33883,54254,24829,29425,57540,25983,31557,49280,23898,25382,7675,1148,6527
216,167,79751,35447,44304,53983,23601,30382,34088,14920,19168,7297,7244,53,6613,4477,2136
216,169,978,178,800,1773,1118,655,733,273,460,1266,373,893,2970,1130,1840
216,170,183152,74597,108555,56765,13804,42961,247910,150791,97119,315712,181798,133914,291775,142681,149094
216,187,1420,346,1074,2529,718,1811,797,338,459,893,368,525,1743,770,973
216,59,45,18,27,45,18,27,2907,1691,1216,2906,1691,1215,772,205,567
216,68,9308,5464,3844,9298,5470,3828,453,387,66,654,534,120,1667,810,857
216,73,92,39,53,91,38,53,410,180,230,410,180,230,819,327,492
216,96,6,2,4,5,2,3,96,34,62,96,34,62,58,15,43
216,101,755,355,400,1264,634,630,1438,906,532,841,371,470,96,24,72
216,114,3295,1033,2262,3290,1030,2260,6012,3190,2822,7212,4129,3083,6440,3199,3241
216,120,17630,9244,8386,5547,2951,2596,1530,886,644,4046,2652,1394,2227,1222,1005
216,153,71,28,43,237,44,193,806,192,614,1343,315,1028,1773,521,1252
216,199,214,59,155,99,24,75,1318,367,951,1964,638,1326,2241,819,1422
216,218,4078,2078,2000,4201,2145,2056,4032,526,3506,5298,1189,4109,2572,841,1731
216,52,0,0,0,0,0,0,377,81,296,376,81,295,5,0,5
216,83,8093,2057,6036,8230,1982,6248,1686,171,1515,1685,171,1514,1010,718,292
216,104,6753,1052,5701,6752,1051,5701,104246,22985,81261,104246,22985,81261,6250,3106,3144
216,127,6,2,4,56,15,41,53,13,40,123,26,97,68,28,40
216,163,3703,3003,700,3983,3234,749,17433,9025,8408,12732,6083,6649,4004,1537,2467
216,178,23,1,22,25,1,24,2,1,1,3,1,2,7,3,4
216,182,838,141,697,358,38,320,18,16,2,30,6,24,30,7,23
216,188,104,17,87,106,17,89,585,168,417,615,137,478,265,121,144
216,193,630,287,343,1077,499,578,59047,29804,29243,18681,6000,12681,6419,4421,1998
216,204,4,1,3,4,2,2,1,1,0,2,1,1,4,2,2
216,12,581,230,351,581,230,351,671,108,563,671,108,563,1194,374,820
216,19,15,9,6,81,25,56,354,118,236,1151,407,744,1982,836,1146
216,74,255,1,254,254,0,254,3642,1175,2467,2661,702,1959,1199,343,856
216,80,69575,27553,42022,69574,27552,42022,48595,18211,30384,48594,18210,30384,8701,3411,5290
216,119,3,0,3,3,0,3,5,1,4,6,1,5,17,4,13
216,121,9,1,8,6,1,5,29,4,25,28,5,23,60,16,44
216,145,21,12,9,25,13,12,335,164,171,254,123,131,527,247,280
216,200,1516,485,1031,1529,495,1034,763,47,716,1452,292,1160,1098,624,474
216,14,0,0,0,0,0,0,9,2,7,8,2,6,1,0,1
216,53,331,140,191,331,140,191,9,3,6,61,13,48,64,17,47
216,62,14,4,10,13,3,10,38,16,22,38,16,22,4,1,3
216,50,33,10,23,17,5,12,41,15,26,75,26,49,6,1,5
216,133,29,7,22,43,14,29,21,18,3,30,4,26,123,68,55
216,148,16,6,10,5,3,2,4,4,0,4,2,2,5,2,3
216,157,28,17,11,34,20,14,143,134,9,157,145,12,74,61,13
216,8,2226,1100,1126,2227,1102,1125,2108,930,1178,2108,930,1178,588,288,300
216,24,57,17,40,57,18,39,8,5,3,8,4,4,16,4,12
216,42,61,32,29,61,33,28,29,8,21,30,8,22,65,31,34
216,46,5,1,4,6,2,4,9,2,7,23,12,11,15,7,8
216,63,17,8,9,16,7,9,30,16,14,79,31,48,125,53,72
216,160,21,8,13,26,9,17,30,10,20,17,7,10,18,7,11
216,225,3,1,2,4,3,1,9,4,5,10,5,5,12,3,9
216,37,242,15,227,1427,580,847,4748,1143,3605,8185,2814,5371,7691,3417,4274
216,220,56171,27723,28448,64771,32280,32491,15110,8142,6968,18668,6540,12128,36852,17386,19466
216,11,4276,1717,2559,900,287,613,840,530,310,670,550,120,847,375,472
216,147,83,40,43,487,224,263,287,138,149,159,76,83,139,66,73
216,137,0,0,0,0,0,0,0,0,0,135,88,47,6,4,2
216,28,0,0,0,0,0,0,0,0,0,727,311,416,148,63,85
217,64,35,12,23,48,11,37,100,74,26,49,19,30,125,30,95
217,118,347,200,147,375,231,144,351,279,72,211,155,56,313,209,104
217,191,66,19,47,34,9,25,14,6,8,54,27,27,41,21,20
217,130,8,6,2,8,5,3,2,1,1,2,1,1,2,1,1
217,161,143,72,71,211,104,107,24,13,11,10,7,3,6,3,3
217,97,2361,1266,1095,2361,1266,1095,1115,579,536,1115,579,536,446,232,214
217,194,196,160,36,198,113,85,403,123,280,829,427,402,27,19,8
217,15,588,277,311,593,269,324,1477,857,620,2234,1239,995,1622,875,747
217,55,16,9,7,15,8,7,32,19,13,61,36,25,7,5,2
217,100,40,15,25,42,28,14,68,52,16,11,7,4,23,12,11
217,107,49,41,8,49,42,7,112,83,29,105,76,29,250,179,71
217,111,1082,1078,4,3347,1868,1479,4436,2512,1924,7837,4173,3664,3556,183,3373
217,154,4768,2737,2031,2669,1874,795,2428,1659,769,1182,785,397,8230,4813,3417
217,165,4146,3382,764,3612,830,2782,20143,15994,4149,5508,3027,2481,2851,1833,1018
217,195,242,144,98,242,145,97,425,177,248,426,177,249,108,65,43
217,211,1655,869,786,1648,867,781,1,1,0,1,1,0,0,0,0
217,18,4,1,3,4,1,3,1,1,0,2,1,1,3,2,1
217,31,13,7,6,12,7,5,17,10,7,15,9,6,36,17,19
217,56,4,3,1,3,2,1,10,8,2,8,6,2,20,17,3
217,95,62,34,28,61,33,28,29,17,12,29,17,12,60,29,31
217,162,18,10,8,14,8,6,20,11,9,24,13,11,6,4,2
217,170,36,7,29,33,1,32,62,29,33,57,26,31,6,3,3
217,187,16,10,6,23,13,10,6,4,2,6,4,2,12,7,5
217,59,68,34,34,68,34,34,66,31,35,66,31,35,48,24,24
217,73,8,6,2,8,6,2,26,16,10,26,16,10,74,35,39
217,96,1,1,0,0,0,0,1,0,1,0,0,0,2,2,0
217,101,68,33,35,128,68,60,14,7,7,38,27,11,4,1,3
217,114,0,0,0,1,1,0,3,2,1,4,2,2,2,1,1
217,120,2,2,0,5,3,2,7,3,4,6,2,4,4,3,1
217,153,7,0,7,48,25,23,50,27,23,112,51,61,163,98,65
217,199,52,25,27,24,11,13,133,76,57,258,148,110,688,387,301
217,218,2211,1215,996,2261,1239,1022,2551,1437,1114,3185,1828,1357,1352,697,655
217,83,30,20,10,30,20,10,6,0,6,5,0,5,4,3,1
217,104,9,3,6,8,3,5,176,95,81,175,95,80,6,3,3
217,127,2,1,1,1,1,0,4,2,2,11,9,2,6,5,1
217,182,16,8,8,7,3,4,0,0,0,0,0,0,1,0,1
217,193,8,4,4,244,133,111,138,76,62,97,59,38,101,59,42
217,12,12,6,6,12,7,5,15,5,10,14,5,9,26,13,13
217,74,9,3,6,8,3,5,358,163,195,84,79,5,59,31,28
217,145,9,7,2,12,8,4,385,201,184,94,41,53,222,123,99
217,200,68,39,29,70,40,30,51,19,32,58,9,49,64,47,17
217,24,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0
217,42,3,1,2,2,0,2,1,1,0,1,1,0,2,2,0
217,46,1,1,0,1,0,1,2,1,1,4,3,1,3,2,1
217,37,2604,1253,1351,2695,1298,1397,3885,2300,1585,4510,2640,1870,1753,946,807
217,220,2459,1562,897,2629,1674,955,1812,269,1543,1374,606,768,1805,870,935
217,11,444,233,211,385,202,183,1400,850,550,2440,1450,990,1901,845,1056
217,68,0,0,0,0,0,0,0,0,0,7,5,2,0,0,0
217,28,0,0,0,0,0,0,0,0,0,32,32,0,7,7,0
218,67,4,0,4,5,0,5,6,3,3,7,4,3,0,0,0
218,123,870,454,416,61,34,27,74,41,33,26,15,11,18,10,8
218,131,244,91,153,42,17,25,43,14,29,34,7,27,59,40,19
218,183,51,12,39,50,12,38,43,15,28,43,14,29,32,25,7
218,215,35,27,8,212,147,65,8,7,1,7,6,1,8,5,3
218,219,184,105,79,46,27,19,103,71,32,25,17,8,345,162,183
218,230,553,303,250,398,218,180,118,65,53,132,46,86,146,41,105
218,231,1004,574,430,5615,3199,2416,4353,2482,1871,7220,4117,3103,4614,2634,1980
218,2,630,421,209,630,421,209,328,145,183,327,144,183,15,6,9
218,64,478,318,160,274,207,67,438,309,129,217,68,149,550,77,473
218,118,1753,1021,732,1638,884,754,980,761,219,552,383,169,817,496,321
218,139,68,41,27,41,15,26,21,5,16,98,47,51,313,155,158
218,27,1255,926,329,1041,829,212,2607,191,2416,2620,194,2426,2044,80,1964
218,142,111,37,74,173,67,106,473,207,266,65,25,40,143,56,87
218,191,14619,1514,13105,18231,12652,5579,24508,11472,13036,88394,41643,46751,81632,39723,41909
218,34,8,5,3,7,4,3,11,5,6,10,4,6,2,1,1
218,81,97,47,50,115,14,101,440,262,178,394,242,152,209,110,99
218,117,27,26,1,30,25,5,600,233,367,269,219,50,172,77,95
218,172,12,2,10,13,2,11,41,26,15,42,27,15,10,4,6
218,184,16,16,0,15,15,0,13,10,3,4,4,0,2,2,0
218,202,162,36,126,174,60,114,126,69,57,117,55,62,77,40,37
218,43,912,524,388,912,523,389,745,711,34,743,710,33,1193,947,246
218,44,1374,858,516,1373,857,516,1339,575,764,1377,598,779,459,47,412
218,57,17,8,9,16,7,9,28,17,11,27,17,10,28,17,11
218,106,2448,874,1574,3869,1560,2309,1393,742,651,911,323,588,1085,544,541
218,136,6,5,1,8,6,2,18,7,11,25,15,10,7,5,2
218,166,296,244,52,570,443,127,772,623,149,1643,1235,408,784,425,359
218,30,35,13,22,35,12,23,43,30,13,43,30,13,43,30,13
218,35,70,49,21,69,48,21,40,27,13,40,27,13,10,7,3
218,98,7066,3680,3386,7066,3680,3386,10218,5562,4656,11307,5374,5933,2170,1302,868
218,124,497,317,180,911,549,362,1831,1209,622,2756,1866,890,424,371,53
218,161,11375,5279,6096,16200,7517,8683,15116,7183,7933,14270,6950,7320,65,33,32
218,203,15,10,5,23,13,10,892,608,284,962,661,301,854,590,264
218,226,974,501,473,2383,1355,1028,810,386,424,1876,1106,770,192,99,93
218,16,6966,5954,1012,6965,5953,1012,4316,3782,534,4316,3783,533,1817,1619,198
218,23,2,0,2,3,1,2,6,3,3,6,3,3,2,0,2
218,97,445,220,225,444,219,225,452,222,230,453,222,231,181,89,92
218,125,10,5,5,9,2,7,12,11,1,37,30,7,52,45,7
218,194,134,105,29,135,77,58,277,86,191,569,291,278,20,14,6
218,15,121,50,71,115,55,60,224,174,50,579,399,180,524,347,177
218,55,3749,1538,2211,3748,1538,2210,7675,3363,4312,14617,6803,7814,1703,990,713
218,103,2108,845,1263,1152,499,653,1375,601,774,1612,689,923,664,247,417
218,107,259,153,106,257,153,104,436,323,113,405,291,114,969,690,279
218,111,3102,879,2223,1341,462,879,202,77,125,1559,1077,482,1392,372,1020
218,115,117,60,57,116,59,57,96,43,53,97,44,53,48,44,4
218,154,928,570,358,530,205,325,597,471,126,59,32,27,5194,3573,1621
218,165,209,24,185,607,274,333,363,260,103,2338,2035,303,930,674,256
218,211,5546,2543,3003,5590,2551,3039,537,33,504,553,21,532,509,113,396
218,217,994,805,189,1356,1199,157,1194,677,517,11498,8103,3395,5341,3665,1676
218,18,69,0,69,69,0,69,18,7,11,19,7,12,20,7,13
218,31,633,348,285,632,348,284,841,486,355,749,433,316,2415,1301,1114
218,56,175,125,50,175,125,50,1682,1353,329,1486,1226,260,926,756,170
218,95,1570,930,640,1570,931,639,861,527,334,861,527,334,1597,814,783
218,162,540,330,210,461,279,182,16251,8457,7794,16847,8711,8136,1284,470,814
218,169,81,72,9,62,49,13,285,127,158,250,141,109,2173,1175,998
218,170,78,22,56,73,4,69,467,253,214,441,238,203,33,15,18
218,187,1392,722,670,1785,927,858,390,232,158,436,256,180,853,519,334
218,41,1008,473,535,3345,1563,1782,444,25,419,441,30,411,3409,1700,1709
218,59,2427,1652,775,2521,1646,875,1422,990,432,1516,985,531,1544,943,601
218,68,17,10,7,16,10,6,231,163,68,229,162,67,37,26,11
218,70,47,35,12,4,1,3,4,3,1,6,5,1,8,6,2
218,73,280,264,16,279,263,16,1231,901,330,1231,902,329,2139,1430,709
218,96,37,26,11,37,26,11,197,135,62,197,135,62,156,93,63
218,101,60502,31737,28765,7755,5955,1800,75840,42538,33302,41628,12121,29507,5369,940,4429
218,102,1965,1119,846,1967,1118,849,1758,1281,477,1321,977,344,1531,907,624
218,114,50,33,17,51,34,17,585,327,258,566,310,256,221,133,88
218,120,34,18,16,69,34,35,1978,1059,919,1677,846,831,600,347,253
218,153,894,509,385,691,673,18,282,268,14,2267,1669,598,2471,1867,604
218,199,2143,1341,802,986,597,389,2573,1943,630,3664,2576,1088,4111,2684,1427
218,4,68,41,27,68,40,28,178,97,81,40,21,19,137,65,72
218,52,30,17,13,37,11,26,248,138,110,247,138,109,4,1,3
218,82,291,146,145,291,147,144,855,455,400,855,455,400,356,222,134
218,83,10720,4652,6068,10334,4751,5583,2449,1309,1140,2449,1310,1139,794,591,203
218,104,13924,3508,10416,13924,3508,10416,16666,8058,8608,16665,8057,8608,1355,672,683
218,127,925,442,483,1055,568,487,692,447,245,1679,959,720,2362,1343,1019
218,163,1403,746,657,1740,926,814,4290,2228,2062,1916,1047,869,1583,434,1149
218,182,425,230,195,182,92,90,9,9,0,15,9,6,15,8,7
218,188,31,20,11,33,21,12,62,27,35,367,214,153,30,20,10
218,193,12786,6709,6077,44723,22796,21927,103459,53104,50355,96713,49479,47234,10323,7820,2503
218,12,778,468,310,777,468,309,897,400,497,897,400,497,1597,874,723
218,19,2533,1519,1014,1837,1181,656,1372,804,568,437,419,18,2420,1470,950
218,74,3308,652,2656,3308,653,2655,34540,20705,13835,27855,13046,14809,13998,6551,7447
218,80,3775,2215,1560,3774,2215,1559,5800,2719,3081,5801,2719,3082,3443,2040,1403
218,119,10,7,3,10,7,3,6,1,5,6,0,6,13,6,7
218,121,686,395,291,719,414,305,287,153,134,282,156,126,2230,1275,955
218,145,2859,1289,1570,4224,1993,2231,4165,2605,1560,218,28,190,2252,1284,968
218,200,4251,3188,1063,4349,3277,1072,4545,1874,2671,5238,765,4473,7163,5258,1905
218,6,62,17,45,61,17,44,49,16,33,33,12,21,29,10,19
218,7,97,51,46,97,52,45,59,28,31,59,29,30,59,28,31
218,14,130,38,92,129,37,92,67,49,18,67,49,18,154,83,71
218,17,274,153,121,273,152,121,580,309,271,566,303,263,120,52,68
218,25,54,30,24,54,29,25,10,6,4,119,54,65,6,5,1
218,29,77,38,39,77,39,38,86,47,39,86,48,38,86,47,39
218,38,547,304,243,547,304,243,85,70,15,89,72,17,25,15,10
218,53,26,17,9,27,18,9,0,0,0,5,2,3,5,3,2
218,61,74,38,36,58,32,26,84,42,42,97,52,45,90,47,43
218,62,65,37,28,64,37,27,124,104,20,129,107,22,25,13,12
218,86,56,25,31,55,24,31,63,27,36,62,27,35,15,5,10
218,105,183,78,105,183,78,105,130,46,84,130,45,85,104,51,53
218,129,34,8,26,34,7,27,6,0,6,7,1,6,5,1,4
218,138,27,16,11,35,16,19,3,1,2,3,1,2,5,3,2
218,164,20,10,10,21,10,11,82,38,44,119,58,61,3,2,1
218,174,142,68,74,204,100,104,123,61,62,46,23,23,52,24,28
218,176,37,20,17,29,11,18,15,8,7,18,7,11,14,9,5
218,186,0,0,0,0,0,0,25,13,12,25,13,12,3,2,1
218,209,199,101,98,132,113,19,153,78,75,45,44,1,82,62,20
218,213,70,39,31,70,44,26,12,8,4,12,8,4,6,5,1
218,20,9,9,0,9,9,0,30,18,12,29,17,12,56,33,23
218,50,112,65,47,58,32,26,137,83,54,252,148,104,21,11,10
218,65,29,20,9,29,19,10,5,2,3,4,2,2,4,3,1
218,88,23,16,7,24,16,8,26,23,3,26,23,3,29,20,9
218,94,3,2,1,1,1,0,1,0,1,2,1,1,2,2,0
218,133,785,329,456,918,404,514,501,103,398,322,113,209,19,12,7
218,148,9,6,3,11,8,3,14,9,5,4,3,1,5,4,1
218,157,5,2,3,15,10,5,670,434,236,718,469,249,300,193,107
218,8,207,17,190,206,15,191,519,234,285,519,233,286,3,1,2
218,24,39,26,13,32,21,11,63,29,34,62,28,34,127,67,60
218,28,342,220,122,343,220,123,462,264,198,398,223,175,1001,615,386
218,42,109,72,37,109,73,36,4682,2577,2105,4721,2573,2148,7112,1533,5579
218,46,18,10,8,17,9,8,22,9,13,151,93,58,82,51,31
218,63,88,47,41,88,47,41,161,96,65,428,214,214,674,349,325
218,71,24,9,15,64,45,19,54,44,10,148,76,72,74,36,38
218,91,80,44,36,79,43,36,100,56,44,100,57,43,84,46,38
218,159,29,18,11,29,17,12,10,5,5,9,5,4,5,3,2
218,160,151,85,66,175,94,81,206,111,95,119,66,53,124,69,55
218,222,34,23,11,34,22,12,158,48,110,109,41,68,116,37,79
218,225,120,38,82,126,46,80,44,3,41,43,0,43,81,31,50
218,22,136,117,19,157,123,34,1029,738,291,1040,734,306,53,22,31
218,37,47596,24535,23061,32353,17076,15277,49429,24166,25263,15831,7198,8633,63895,30643,33252
218,84,10,10,0,4,3,1,8,5,3,7,5,2,4,3,1
218,220,5605,3248,2357,32001,17227,14774,3294,1336,1958,12029,2176,9853,30193,17243,12950
218,11,10982,6617,4365,29989,15601,14388,11400,4030,7370,68340,37870,30470,102246,53470,48776
218,147,10229,5701,4528,6708,6418,290,21422,10257,11165,18043,8551,9492,14017,6533,7484
218,72,113,67,46,118,72,46,220,130,90,23,14,9,10,7,3
218,158,99,23,76,565,310,255,244,222,22,286,136,150,24,23,1
218,189,0,0,0,4,3,1,22,18,4,17,15,2,3,1,2
218,224,87,58,29,57,32,25,7,1,6,7,7,0,1,0,1
218,110,5,5,0,5,5,0,2,2,0,4,3,1,0,0,0
218,49,2,1,1,2,2,0,17,10,7,16,9,7,9,6,3
218,76,37,22,15,36,21,15,5,4,1,3,3,0,5,4,1
218,177,6,4,2,6,5,1,2,1,1,4,3,1,2,1,1
218,36,0,0,0,0,0,0,256,149,107,52,26,26,26,17,9
218,137,0,0,0,0,0,0,0,0,0,98,15,83,5,2,3
218,54,0,0,0,0,0,0,0,0,0,23,9,14,1,0,1
219,33,2132,1075,1057,4088,1995,2093,8040,3681,4359,9242,4236,5006,5034,2352,2682
219,47,1,1,0,2,1,1,7,3,4,7,3,4,1,0,1
219,67,78,36,42,79,37,42,71,39,32,71,39,32,9,8,1
219,109,6655,3055,3600,21830,13163,8667,9207,3873,5334,2962,2454,508,815,476,339
